,created_at,full_text,cleaned_text,retweeted_count,favorite_count,user
350,Tue Mar 31 10:49:29 +0000 2020,"#SOLIDARITÉ ‼️ Avec ou sans enchère, vos dons demeurent les bienvenus sur le compte de LIEGE-SUR-VIVRA : BE30 611-5030070-11","SOLIDARITE [] Avec ou sans enchere, vos dons demeurent les bienvenus sur le compte de LIEGE-SUR-VIVRA BE30 611-5030070-11",0,2,rfcliege
351,Tue Mar 31 10:49:28 +0000 2020,"👨‍⚖️🔴🔵 Un jour, DEUX maillots ! Horaire : 9h-14h30 et 15h30-21h. Vente au profit des hôpitaux liégeois dans le cadre de l'action ""Liège-sur-vivra"" : soyons généreux &amp; solidaires dans la lutte contre le #covid19 #coronavirus !

➡️ Vente n°1 du 31/03 : https://t.co/kAlaEq7jRC","[][] Un jour, DEUX maillots Horaire 9h-14h30 et 15h30-21h Vente au profit des hopitaux liegeois dans le cadre de l'action ""Liege-sur-vivra"" soyons genereux &amp; solidaires dans la lutte contre le covid19 coronavirus [] Vente ndeg1 du 31/03",1,2,rfcliege
352,Tue Mar 31 10:39:49 +0000 2020,#jerestechezmoi #restezchezvous #Liège est la 2e province francophone la plus touchée après le Hainaut ! #Belgique https://t.co/pfLyl75azw,jerestechezmoi restezchezvous Liege est la 2e province francophone la plus touchee apres le Hainaut Belgique,0,0,CosetteDeliege
353,Tue Mar 31 09:55:22 +0000 2020,"ℹ️🍴 Bénéficiaire de l’aide alimentaire ? Dans le cadre des mesures #COVID19BE la @VilledeLiege organise une distribution de colis tous les mardis. Prenez rendez-vous du lundi au vendredi de 9h30 à 16h30 (nouvel horaire) au 04 221 84 32 / 04 221 84 57
https://t.co/f8BzyqISfD

 &gt;",i[] Beneficiaire de l'aide alimentaire Dans le cadre des mesures COVID19BE la VilledeLiege organise une distribution de colis tous les mardis Prenez rendez-vous du lundi au vendredi de 9h30 a 16h30 (nouvel horaire) au 04 221 84 32 / 04 221 84 57 &gt;,2,8,VilledeLiege
354,Tue Mar 31 09:55:02 +0000 2020,"A Liège, les accouchements se dérouleront avec le gynécologue de garde dès ce 1er avril afin de «réduire les flux de soignants au niveau hospitalier» https://t.co/Zgn3Hn7Z5I","A Liege, les accouchements se derouleront avec le gynecologue de garde des ce 1er avril afin de <<reduire les flux de soignants au niveau hospitalier>>",0,2,LaMeuse_be
355,Tue Mar 31 09:31:02 +0000 2020,Coronavirus: les prélèvements au CHU de Liège sont réservés aux personnes symptomatiques https://t.co/RP3iPrRndb,Coronavirus les prelevements au CHU de Liege sont reserves aux personnes symptomatiques,0,1,LaMeuse_be
356,Tue Mar 31 09:25:27 +0000 2020,"Apprenti-e-s? Les contrats d'alternance et Conventions de stage SUSPENDUS en raison du #COVID19. @JeunesFGTBLiege vous guide pr obtenir le chômage temporaire. 1. Inscrivez-vous gratuitement à la FGTB : https://t.co/X3ycDf7JTP
2. Remplissez le document C3.2 https://t.co/XTnJw8bCsD https://t.co/WPfTKDoZ83",Apprenti-e-s Les contrats d'alternance et Conventions de stage SUSPENDUS en raison du COVID19 JeunesFGTBLiege vous guide pr obtenir le chomage temporaire 1 Inscrivez-vous gratuitement a la FGTB 2 Remplissez le document C32,8,5,JeunesFGTBLiege
357,Tue Mar 31 09:24:22 +0000 2020,"@SanteBelgique Ca commence à m'énerver sérieusement qu'on noie le poisson, quelles régions sont les plus touchées? Je ne le sais qu'en lisant la presse. L'info manque de précisions, moi je vis à #Liège je veux connaître la situation détaillée près de chez moi.","SanteBelgique Ca commence a m'enerver serieusement qu'on noie le poisson, quelles regions sont les plus touchees Je ne le sais qu'en lisant la presse L'info manque de precisions, moi je vis a Liege je veux connaitre la situation detaillee pres de chez moi",0,0,CosetteDeliege
358,Tue Mar 31 08:39:08 +0000 2020,"Pas de @EURO2020 , pas de @Tokyo2020 , pas de productions télé... la société audiovisuelle WNM à l’arrêt pur et simple #coronavirus  #Seraing https://t.co/yIqWWpC5Wa via @RTC_Tele_Liege","Pas de EURO2020 , pas de Tokyo2020 , pas de productions tele la societe audiovisuelle WNM a l'arret pur et simple coronavirus Seraing via RTC Tele Liege",2,1,alwa63
359,Tue Mar 31 08:20:21 +0000 2020,"à la bibliothèque des sciences et techniques de l'ULiège, fondée par Robert Halleux? voir le catalogue de l'université de Liège? https://t.co/Pyxv7bN6LP","a la bibliotheque des sciences et techniques de l'ULiege, fondee par Robert Halleux voir le catalogue de l'universite de Liege",0,0,Paminaaah
360,Tue Mar 31 08:04:47 +0000 2020,"Une bonne idée de Georges Hubner 5HEC Liège) :
Pour un grand emprunt populaire de solidarité pour les PME https://t.co/JEKJWNFh5T",Une bonne idee de Georges Hubner 5HEC Liege) Pour un grand emprunt populaire de solidarite pour les PME,0,1,smertens2
361,Tue Mar 31 06:38:06 +0000 2020,1222 cas de coronavirus recensés en province de Liège https://t.co/qebd4F11OG https://t.co/YLIRBunUjb,1222 cas de coronavirus recenses en province de Liege,1,1,TodayinliegeBe
362,Tue Mar 31 01:26:45 +0000 2020,"Je suis de Liege Belgique,je voudrais votre avis car c'est moi qui leur ai tout envoyer,il s'agit de l'aide à l'arbitrage en football https://t.co/ggOXi5IAHA","Je suis de Liege Belgique,je voudrais votre avis car c'est moi qui leur ai tout envoyer,il s'agit de l'aide a l'arbitrage en football",0,0,mototouriste
363,Mon Mar 30 15:48:09 +0000 2020,retrouvez les dernières actualités des circuits-courts alimentaires #Liège en ces temps de confinement - https://t.co/fs7PHYeNHG https://t.co/7kFMMWtVLD,retrouvez les dernieres actualites des circuits-courts alimentaires Liege en ces temps de confinement -,0,3,CATL_be
364,Mon Mar 30 13:53:45 +0000 2020,Et comme Bruxelles à fait un compte Liège aussi va faire ?? Vous avez pas retenue la lecon avec Yohan ??,Et comme Bruxelles a fait un compte Liege aussi va faire Vous avez pas retenue la lecon avec Yohan,3,12,LaFuentes77
365,Mon Mar 30 13:41:04 +0000 2020,Liège: le nouveau Delhaize Shop&amp;Go Cathédrale a ouvert ses portes https://t.co/pJVicRbhFG https://t.co/DTnOAtlrcm,Liege le nouveau Delhaize Shop&amp;Go Cathedrale a ouvert ses portes,0,2,lameuseliege
366,Mon Mar 30 12:58:50 +0000 2020,"Retour sur le suivi du site des Laminoirs de la Rochette à Chaudfontaine, où des prélèvements de sols ont été réalisés, sur @RTBFinfo https://t.co/3v9FYdefgG","Retour sur le suivi du site des Laminoirs de la Rochette a Chaudfontaine, ou des prelevements de sols ont ete realises, sur RTBFinfo",0,0,SPAQuEsa
367,Mon Mar 30 12:50:59 +0000 2020,"♥️💙
Ce lundi, les dons atteignent 17066,53€ !
Avec le cagnotte « Stade » nous sommes à 25687,45€
Les enchères s’élèvent à 2100€, nous sommes donc à 7212,55 € de l’objectif ! 👍🏼👍🏼👍🏼
#OnBougeDepuisChezSoi #Liège #COVID19 https://t.co/WdKcOAJXHS","[] Ce lundi, les dons atteignent 17066,53EUR Avec le cagnotte << Stade >> nous sommes a 25687,45EUR Les encheres s'elevent a 2100EUR, nous sommes donc a 7212,55 EUR de l'objectif OnBougeDepuisChezSoi Liege COVID19",3,5,JOHAN_1892
368,Mon Mar 30 12:49:11 +0000 2020,Bilan du #30mars On a atteint 513 décès et Liège est plus durement touché que ce qu'on avait annoncé (c'est grave parce que ça veut dire que maintenant je m'inquiète vraiment plus d'aller au foutu #supermarché vu que j'ai pas de stock). #JeResteChezMoi #begov https://t.co/XXU23yUBKe,Bilan du 30mars On a atteint 513 deces et Liege est plus durement touche que ce qu'on avait annonce (c'est grave parce que ca veut dire que maintenant je m'inquiete vraiment plus d'aller au foutu supermarche vu que j'ai pas de stock) JeResteChezMoi begov,0,0,CosetteDeliege
369,Mon Mar 30 11:16:07 +0000 2020,"@ClausVincent_1 @tinynews_be Ici, Delhaize Médiacité, à Liège très bonne organisation dans le sens respect sanitaire...
L’attente est un peu plus longue avant de rentrer dans le magasin..
Mais rassurant ..
Par contre, j’ai voulu aller Aldi Guillemins....j’y suis allé, j’ai regardé, ... m’en suis retourné! 🤪","ClausVincent 1 tinynews be Ici, Delhaize Mediacite, a Liege tres bonne organisation dans le sens respect sanitaire L'attente est un peu plus longue avant de rentrer dans le magasin Mais rassurant Par contre, j'ai voulu aller Aldi Guilleminsj'y suis alle, j'ai regarde, m'en suis retourne",0,1,FransVerlaine
370,Mon Mar 30 10:57:24 +0000 2020,"#SOLIDARITÉ ‼️ Avec ou sans enchère, vos dons demeurent les bienvenus sur le compte de LIEGE-SUR-VIVRA : BE30 611-5030070-11","SOLIDARITE [] Avec ou sans enchere, vos dons demeurent les bienvenus sur le compte de LIEGE-SUR-VIVRA BE30 611-5030070-11",0,2,rfcliege
371,Mon Mar 30 10:57:23 +0000 2020,"👨‍⚖️🔴🔵 Un jour, un maillot ! Vente aux enchères au profit des hôpitaux publics liégeois dans le cadre de l'action ""Liège-sur-vivra"" : soyons généreux &amp; solidaires dans la lutte contre le #covid19 #covid_19 #coronavirus !

➡️ Vente du 30/03 ouverte ici : https://t.co/kAlaEq7jRC","[][] Un jour, un maillot Vente aux encheres au profit des hopitaux publics liegeois dans le cadre de l'action ""Liege-sur-vivra"" soyons genereux &amp; solidaires dans la lutte contre le covid19 covid 19 coronavirus [] Vente du 30/03 ouverte ici",1,1,rfcliege
372,Mon Mar 30 10:18:51 +0000 2020,"Circonstances exceptionnelles, mesures adaptées, des indemnisations pour les entreprises wallonnes sont possibles !

Plus d’infos : https://t.co/Nw4sMzr57Y https://t.co/YMyHCrP5Ql","Circonstances exceptionnelles, mesures adaptees, des indemnisations pour les entreprises wallonnes sont possibles Plus d'infos",1,0,SPI_Liege
373,Mon Mar 30 10:02:38 +0000 2020,"Carte blanche au plasticien, conteur et performeur Patrick Corillon dans les pages du MAD (@lesoir). Il constitue, avec Dominique Roodthooft, l’équipe de base du Corridor 💧 #Liege 

Article 👉🏻 https://t.co/t0hSAhC7lS https://t.co/Ng4d8UdDbb","Carte blanche au plasticien, conteur et performeur Patrick Corillon dans les pages du MAD (lesoir) Il constitue, avec Dominique Roodthooft, l'equipe de base du Corridor Liege Article",2,6,TheatreDeLiege
374,Mon Mar 30 09:34:57 +0000 2020,"@francoi4 @Julbille @fxjtarga ça, c'est l'explication du pdf. le labo n'a donc analysé que des patients de la province de liège? car seule Liège a connu ce pic?","francoi4 Julbille fxjtarga ca, c'est l'explication du pdf le labo n'a donc analyse que des patients de la province de liege car seule Liege a connu ce pic",0,0,Paminaaah
375,Mon Mar 30 09:31:07 +0000 2020,"""les enseignements qui se font sans douleur n'ont pas de réelle valeur. Ainsi on ne peut rien obtenir sans faire de sacrifice."" à Liège, Belgium https://t.co/eg1h87Lf40","""les enseignements qui se font sans douleur n'ont pas de reelle valeur Ainsi on ne peut rien obtenir sans faire de sacrifice"" a Liege, Belgium",0,0,LeTempsDeMaude
376,Mon Mar 30 08:41:25 +0000 2020,"@Julbille @fxjtarga non, la raison du quadruplement en UN JOUR de la seule province de Liège n'est pas expliquée. la carte fournie (par province) n'est pas à jour: elle est la même depuis plusieurs jours. vous devez le voir, vous devez le souligner, vous devez demander le pourquoi.","Julbille fxjtarga non, la raison du quadruplement en UN JOUR de la seule province de Liege n'est pas expliquee la carte fournie (par province) n'est pas a jour elle est la meme depuis plusieurs jours vous devez le voir, vous devez le souligner, vous devez demander le pourquoi",0,0,Paminaaah
377,Mon Mar 30 08:22:53 +0000 2020,"De #Bruxelles à #Arlon, en passant par #Verviers, #Liège...  Roadtrip  📸 en #Wallonie et à #Bruxelles signé @DuchJack &amp; @ezekiel_be du #weblab de @lavenir_net 
👉 https://t.co/SbzH8fafV4 https://t.co/zaGhl1kRzg","De Bruxelles a Arlon, en passant par Verviers, Liege Roadtrip en Wallonie et a Bruxelles signe DuchJack &amp; ezekiel be du weblab de lavenir net",6,10,arnaudwery
378,Mon Mar 30 07:59:49 +0000 2020,"@RTBFinfo Habitué à mieux... si la RTBF suit bêtement les médias français aux ordres, obligés de casser du Raout on est bien mal.
La chloroquine donne de bons résultats dans les hôpitaux à Liège","RTBFinfo Habitue a mieux si la RTBF suit betement les medias francais aux ordres, obliges de casser du Raout on est bien mal La chloroquine donne de bons resultats dans les hopitaux a Liege",0,13,LamarcheAlain
379,Mon Mar 30 07:02:09 +0000 2020,"@olivier1166 @sciensano La carte du PDF de hier n’etait pas mise à jour par rapport à la croissance soudaine de Liège. Et la question limitrophe reste soigneusement sous le tapis, pour ne pas cliver sans doute. Mais si les politiques à risques des Pays bas se manifestent là, on laisse faire?","olivier1166 sciensano La carte du PDF de hier n'etait pas mise a jour par rapport a la croissance soudaine de Liege Et la question limitrophe reste soigneusement sous le tapis, pour ne pas cliver sans doute Mais si les politiques a risques des Pays bas se manifestent la, on laisse faire",0,1,Paminaaah
380,Mon Mar 30 06:47:07 +0000 2020,"@Schreuer Quel labo? Où? Traite données de quand? Liège, c.est province de domicile? L’unif de Liège a parlé d’une avancée majeure cette semaine. De quoi s’agit-il? De la,méthodologie des tests? La,méthode des namurois, ou en est on? Combien de tests en Belgique par jour?","Schreuer Quel labo Ou Traite donnees de quand Liege, cest province de domicile L'unif de Liege a parle d'une avancee majeure cette semaine De quoi s'agit-il De la,methodologie des tests La,methode des namurois, ou en est on Combien de tests en Belgique par jour",0,0,Paminaaah
381,Mon Mar 30 06:46:41 +0000 2020,"@Paminaaah Donc, selon Sciensano, les résultats d'un labo wallon (qui se trouve être à Liège et a donc dépisté des personnes habitant en province de Liège) n'avaient pas été consolidés jusqu'à présent. Bonne journée","Paminaaah Donc, selon Sciensano, les resultats d'un labo wallon (qui se trouve etre a Liege et a donc depiste des personnes habitant en province de Liege) n'avaient pas ete consolides jusqu'a present Bonne journee",0,0,Schreuer
382,Mon Mar 30 06:37:12 +0000 2020,"@fxjtarga Si changement imputable à nouveau labo , expliquer pourquoi la « croissance en Wallonie » est une quadruplement EN UN JOUR dans la province de Liège (avec carte de contaminations non mise à jour). La question est importante pour comprendre ce qui se passe, et prevenir","fxjtarga Si changement imputable a nouveau labo , expliquer pourquoi la << croissance en Wallonie >> est une quadruplement EN UN JOUR dans la province de Liege (avec carte de contaminations non mise a jour) La question est importante pour comprendre ce qui se passe, et prevenir",0,0,Paminaaah
383,Mon Mar 30 06:32:27 +0000 2020,Explication peu plausible pour le quadruplement de la seule province de Liège. Une autre idée? https://t.co/CZwQ2YuanU,Explication peu plausible pour le quadruplement de la seule province de Liege Une autre idee,0,0,Paminaaah
384,Mon Mar 30 05:47:39 +0000 2020,"si le journalisme rtbéen existait, quelqu'un poserait la question: comment les chiffres peuvent-ils quadrupler en un jour?  quelles sont les hypothèses?  ESSENTIEL de comprendre dysfonctionnement qui a mené à ça #CoronaVirus #Liège https://t.co/z28lfBpvuy :","si le journalisme rtbeen existait, quelqu'un poserait la question comment les chiffres peuvent-ils quadrupler en un jour quelles sont les hypotheses ESSENTIEL de comprendre dysfonctionnement qui a mene a ca CoronaVirus Liege",4,2,Paminaaah
385,Mon Mar 30 05:33:11 +0000 2020,"et le JT @RTBF n'est plus qu'un redondant fil facebook dépourvu d'information, d'analyse, de critique.merci de traiter les questions qui s'imposent: comment les chiffres de Liège ont-ils quadruplés en un jour; quid des masques?  L'information est un DROIT, et un service PUBLIC. https://t.co/eQTljYMQhM","et le JT RTBF n'est plus qu'un redondant fil facebook depourvu d'information, d'analyse, de critiquemerci de traiter les questions qui s'imposent comment les chiffres de Liege ont-ils quadruples en un jour; quid des masques L'information est un DROIT, et un service PUBLIC",0,0,Paminaaah
386,Mon Mar 30 00:04:21 +0000 2020,"A Liege dès que vous n’avez rien à d’intelligent à faire vous voulez sortir un son. Le don de la musique Dieu l’a pas donné à tous le monde, captez ça.","A Liege des que vous n'avez rien a d'intelligent a faire vous voulez sortir un son Le don de la musique Dieu l'a pas donne a tous le monde, captez ca",0,0,spinadirosa__
387,Sun Mar 29 22:25:19 +0000 2020,"C'est pas le truc le plus moderne du monde, mais peut-être que @RTC_Tele_Liege pourrait remettre cette archive en ligne? #HistoiredeLiège Cc @alwa63 https://t.co/6OsLhQmT7U","C'est pas le truc le plus moderne du monde, mais peut-etre que RTC Tele Liege pourrait remettre cette archive en ligne HistoiredeLiege Cc alwa63",2,15,LiveFromLiege
388,Sun Mar 29 22:04:45 +0000 2020,"@McB_Rockoli C'est cool, j'aurais voulu avoir des cours d'histoire de Liège, je rattrape a posteriori en autodidacte 😉","McB Rockoli C'est cool, j'aurais voulu avoir des cours d'histoire de Liege, je rattrape a posteriori en autodidacte",0,1,LiveFromLiege
389,Sun Mar 29 21:48:25 +0000 2020,"@McB_Rockoli Merci ça fait plaisir 😉 je n'ai jamais eu de cours sur l'histoire de Liège, c'est bien dommage","McB Rockoli Merci ca fait plaisir je n'ai jamais eu de cours sur l'histoire de Liege, c'est bien dommage",0,2,LiveFromLiege
390,Sun Mar 29 21:16:56 +0000 2020,"En 1281, Henri de Gueldre tend un piège à son successeur Jean d'Enghien. Enlevé à Hoegaarden par le brigand, le Prince-Évêque meurt de froid et d'épuisement à Heylissem. HdG disparaît alors et il meurt vers 1285 #Liège #HistoiredeLiège /FIN https://t.co/T6ARlWrySP","En 1281, Henri de Gueldre tend un piege a son successeur Jean d'Enghien Enleve a Hoegaarden par le brigand, le Prince-Eveque meurt de froid et d'epuisement a Heylissem HdG disparait alors et il meurt vers 1285 Liege HistoiredeLiege /FIN",0,3,LiveFromLiege
391,Sun Mar 29 21:16:54 +0000 2020,"En 1274, Henri de Gueldre est invité à abdiquer par le Pape Grégoire X, qui se souvient d'un coup de pied reçu 24 ans plus tôt (!) mais surtout de l'ensemble de l'œuvre du Prince-Évêque. HdG se lance alors dans le brigandage et s'en prend notamment à la Principauté de #Liège https://t.co/HJs62T3CSZ","En 1274, Henri de Gueldre est invite a abdiquer par le Pape Gregoire X, qui se souvient d'un coup de pied recu 24 ans plus tot () mais surtout de l'ensemble de l'oeuvre du Prince-Eveque HdG se lance alors dans le brigandage et s'en prend notamment a la Principaute de Liege",0,4,LiveFromLiege
392,Sun Mar 29 21:16:53 +0000 2020,"En 1271, la victoire des bourgeois de #Liège sur le Prince-Évêque est consacrée par la Paix de Huy, aussi connue comme la Paix de la Tour de Sainte-Walburge (car ce symbole sera détruit)","En 1271, la victoire des bourgeois de Liege sur le Prince-Eveque est consacree par la Paix de Huy, aussi connue comme la Paix de la Tour de Sainte-Walburge (car ce symbole sera detruit)",0,3,LiveFromLiege
393,Sun Mar 29 21:16:53 +0000 2020,"Les citoyens liégeois n'abandonnent pas la lutte. En 1269 ils prennent la Tour de Sainte-Walburge, symbole de l'oppression, dans des conditions rocambolesques: la garde absente, une femme tient seule la Tour. Un panier de raisin posé à l'entrée suffit pour la faire sortir #Liège https://t.co/QWhh44Qghm","Les citoyens liegeois n'abandonnent pas la lutte En 1269 ils prennent la Tour de Sainte-Walburge, symbole de l'oppression, dans des conditions rocambolesques la garde absente, une femme tient seule la Tour Un panier de raisin pose a l'entree suffit pour la faire sortir Liege",0,7,LiveFromLiege
394,Sun Mar 29 21:16:50 +0000 2020,En 1255 le Prince-Évêque impose sa victoire sur les Liégeois lors de la Paix de Bierset. Les milices liégeoises sont dissoutes et Henri de Dinant exilé. Il tente bien un retour en 1257 mais devant le déséquilibre des forces HdD abandonne définitivement la lutte #Liège https://t.co/clTEkbg6fr,En 1255 le Prince-Eveque impose sa victoire sur les Liegeois lors de la Paix de Bierset Les milices liegeoises sont dissoutes et Henri de Dinant exile Il tente bien un retour en 1257 mais devant le desequilibre des forces HdD abandonne definitivement la lutte Liege,0,2,LiveFromLiege
395,Sun Mar 29 21:16:46 +0000 2020,Henri de Dinant refuse que les Liégeois partent défendre les intérêts du Prince-Évêque dans le Hainaut. La guerre civile éclate à #Liège et HdG se réfugie à Namur. La noblesse rejoint le Prince dans cette lutte contre les Bonnes Villes qui exigent leurs libertés communales https://t.co/1E5V60tngP,Henri de Dinant refuse que les Liegeois partent defendre les interets du Prince-Eveque dans le Hainaut La guerre civile eclate a Liege et HdG se refugie a Namur La noblesse rejoint le Prince dans cette lutte contre les Bonnes Villes qui exigent leurs libertes communales,0,1,LiveFromLiege
396,Sun Mar 29 21:16:41 +0000 2020,"Les Liégeois ne tardent pas à utiliser ce nouveau pouvoir et élisent Henri de Dinant Maieur, en 1253. Il met en place des milices et prend la défense des Petits, le peuple travailleur (le travail manuel distingue les Grands, marchands, des Petits, artisans) #Liège https://t.co/09nkw8hiWg","Les Liegeois ne tardent pas a utiliser ce nouveau pouvoir et elisent Henri de Dinant Maieur, en 1253 Il met en place des milices et prend la defense des Petits, le peuple travailleur (le travail manuel distingue les Grands, marchands, des Petits, artisans) Liege",0,2,LiveFromLiege
397,Sun Mar 29 21:16:40 +0000 2020,Les échevins (Grands) retournent alors les Petits en leur faveur en leur proposant de désormais participer à l'élection. Le poids des Petits devient alors prépondérant: une tentative de coup de force absolutiste débouche finalement sur une extension de la démocratie à #Liège,Les echevins (Grands) retournent alors les Petits en leur faveur en leur proposant de desormais participer a l'election Le poids des Petits devient alors preponderant une tentative de coup de force absolutiste debouche finalement sur une extension de la democratie a Liege,0,2,LiveFromLiege
398,Sun Mar 29 21:16:39 +0000 2020,"En 1250, il marque son désaccord avec son inférieur hiérarchique l'archidiacre Thibaud de Visconti (une glorieuse famille italienne) en lui envoyant un violent coup de pied. Ce détail prendra toute son importance lorsque ce dernier deviendra... le Pape Grégoire X #Liège https://t.co/ggpwySfVte","En 1250, il marque son desaccord avec son inferieur hierarchique l'archidiacre Thibaud de Visconti (une glorieuse famille italienne) en lui envoyant un violent coup de pied Ce detail prendra toute son importance lorsque ce dernier deviendra le Pape Gregoire X Liege",0,2,LiveFromLiege
399,Sun Mar 29 21:16:37 +0000 2020,"1248, HdG tente de confisquer à son profit la ""fermeté"", impôt sur la consommation levé par les villes. #Liège, Huy et Dinant se révoltent contre le Prince, finalement contraint par le Pape d'abandonner ses prétentions. Les Liégeois devront eux-aussi renoncer à la fermeté en 1251 https://t.co/02lQwDlc06","1248, HdG tente de confisquer a son profit la ""fermete"", impot sur la consommation leve par les villes Liege, Huy et Dinant se revoltent contre le Prince, finalement contraint par le Pape d'abandonner ses pretentions Les Liegeois devront eux-aussi renoncer a la fermete en 1251",0,2,LiveFromLiege
400,Sun Mar 29 21:16:36 +0000 2020,"En 1247, Henri de Gueldre devient Prince-Évêque de #Liège. Plus précisément, il est ""l'Élu"" car il est dispensé de la consécration en tant qu'évêque pendant plusieurs années https://t.co/hnXfpN3VOc","En 1247, Henri de Gueldre devient Prince-Eveque de Liege Plus precisement, il est ""l'Elu"" car il est dispense de la consecration en tant qu'eveque pendant plusieurs annees",0,2,LiveFromLiege
401,Sun Mar 29 21:16:35 +0000 2020,"Débauché, Henri de Gueldre se vante notamment d'avoir procrée 14 fils en 22 mois. Il a plusieurs maîtresses, dont certaines dans les communautés religieuses où il place aussi ses enfants illégitimes (qui se voient en outre attribuer des biens). Scandale à #Liège #HistoiredeLiège","Debauche, Henri de Gueldre se vante notamment d'avoir procree 14 fils en 22 mois Il a plusieurs maitresses, dont certaines dans les communautes religieuses ou il place aussi ses enfants illegitimes (qui se voient en outre attribuer des biens) Scandale a Liege HistoiredeLiege",0,2,LiveFromLiege
402,Sun Mar 29 21:16:34 +0000 2020,"Ça commence déjà mal avec les Liégeois, vu qu'Henri est le fils d'un allié du Duc de Brabant dans ses guerres contre #Liège, dont le sac de la ville et la bataille de Steppes #HistoiredeLiège https://t.co/6XcBP8Py2X","Ca commence deja mal avec les Liegeois, vu qu'Henri est le fils d'un allie du Duc de Brabant dans ses guerres contre Liege, dont le sac de la ville et la bataille de Steppes HistoiredeLiege",0,2,LiveFromLiege
403,Sun Mar 29 21:16:32 +0000 2020,"Illettré, violent et débauché, Henri de Gueldre est à l'origine de plusieurs guerres civiles avec les Liégeois dont il tente de s'approprier les impôts et à qui il tente d'imposer son pouvoir despotique #Liège #HistoiredeLiège","Illettre, violent et debauche, Henri de Gueldre est a l'origine de plusieurs guerres civiles avec les Liegeois dont il tente de s'approprier les impots et a qui il tente d'imposer son pouvoir despotique Liege HistoiredeLiege",0,2,LiveFromLiege
404,Sun Mar 29 20:26:02 +0000 2020,"@NickiYikes22 Je viens de Liège aussi mdrr 
Il faut mettre l’ambiance comme les belges savent le faire!",NickiYikes22 Je viens de Liege aussi mdrr Il faut mettre l'ambiance comme les belges savent le faire,0,1,rom_minaj
405,Sun Mar 29 19:54:42 +0000 2020,@Lydraneha @CadranLiege Huhuhu quelle gâchis vaguement que ça soit autre chose maintenant... la vie nocturne à Liege est bien calme mnt,Lydraneha CadranLiege Huhuhu quelle gachis vaguement que ca soit autre chose maintenant la vie nocturne a Liege est bien calme mnt,0,0,_joyeke
406,Sun Mar 29 18:55:03 +0000 2020,Le Grand Curtius de Liège propose ses oeuvres sur internet https://t.co/X3SvcSb1eq https://t.co/meUligZnhU,Le Grand Curtius de Liege propose ses oeuvres sur internet,4,7,lameuseliege
407,Sun Mar 29 18:49:55 +0000 2020,"Plus rien ne s'oppose à la fabrication de gel hydroalcoolique au #peket de #Liège :)
https://t.co/gg9M2WVoA4",Plus rien ne s'oppose a la fabrication de gel hydroalcoolique au peket de Liege ),0,3,Schreuer
408,Sun Mar 29 17:50:26 +0000 2020,Un Liégeois intercepté trois jours de suite pour déplacements non-essentiels ! - RTC T�l� Li�ge https://t.co/a3bHi47Aa8 via @RTC_Tele_Liege,Un Liegeois intercepte trois jours de suite pour deplacements non-essentiels - RTC Tl Lige via RTC Tele Liege,0,0,moncoeur1971
409,Sun Mar 29 17:46:16 +0000 2020,Coronavirus - Un Liégeois interpellé trois jours de suite pour déplacement non-essentiel https://t.co/MiYc3lA1q8,Coronavirus - Un Liegeois interpelle trois jours de suite pour deplacement non-essentiel,0,0,moncoeur1971
410,Tue Apr 28 11:21:50 +0000 2020,Evolution du nombre de cas de #covid19 confirmé à #Liège    14-avr : 659 / 24-avr : 1030  /28-avr : 1105,Evolution du nombre de cas de covid19 confirme a Liege 14-avr 659 / 24-avr 1030 /28-avr 1105,0,0,CosetteDeliege
411,Tue Apr 28 10:42:15 +0000 2020,"✔️ #Masques chirurgicaux: 1,30€ en #pharmacie à #Liège. Un peu cher si usage régulier long terme, mais fait l'affaire actuellement
❌ Masque #tissu: pas encore trouvé de modèle artisanal qui convenait, et pas en vente dans rares commerces ouverts
➡️ Fourniture reste essentielle","[] Masques chirurgicaux 1,30EUR en pharmacie a Liege Un peu cher si usage regulier long terme, mais fait l'affaire actuellement Masque tissu pas encore trouve de modele artisanal qui convenait, et pas en vente dans rares commerces ouverts [] Fourniture reste essentielle",0,4,LiveFromLiege
412,Tue Apr 28 10:17:54 +0000 2020,"Christophe Zoda, patron de deux salons de coiffure «Carré VIP» à Liège et Grivegnée, envisage de tout plaquer: 8 emplois menacés! : https://t.co/cVz5EtYSfJ via @sudpresseonline","Christophe Zoda, patron de deux salons de coiffure <<Carre VIP>> a Liege et Grivegnee, envisage de tout plaquer 8 emplois menaces via sudpresseonline",0,0,moncoeur1971
413,Tue Apr 28 10:09:36 +0000 2020,Les grands oubliés du Conseil National de Sécurité .... #Déconfinement : la colère des commerçants ambulants https://t.co/hnxMDRYpDr via @rtbfinfo,Les grands oublies du Conseil National de Securite Deconfinement la colere des commercants ambulants via rtbfinfo,0,0,FrancoisPottie
414,Tue Apr 28 09:15:04 +0000 2020,Cold cases à Liège: la police cherche à identifier 7 portraits de personnes décédées et dont le corps n’a pas été réclamé https://t.co/ID8LtNQFzK,Cold cases a Liege la police cherche a identifier 7 portraits de personnes decedees et dont le corps n'a pas ete reclame,0,0,LaMeuse_be
