,created_at,full_text,cleaned_text,retweeted_count,favorite_count,user
1067,Mon Apr 20 11:00:49 +0000 2020,"Tant mieux ! ""#Chantier du #tram: travaux sur l’avenue Rogier"" : https://t.co/RX6hNAEjuV via @sudpresseonline #Liège","Tant mieux ""Chantier du tram travaux sur l'avenue Rogier"" via sudpresseonline Liege",0,0,FrancoisPottie
1068,Mon Apr 20 10:42:53 +0000 2020,"Follow moi si je te plait !!? ❤️😘

#gaybelgium #liege #gaytwings #gaymodel #photographies #tattoo #teen #gaysensuel #gaypup à Liège, Belgium https://t.co/3D4aFYXxbo","Follow moi si je te plait [] gaybelgium liege gaytwings gaymodel photographies tattoo teen gaysensuel gaypup a Liege, Belgium",0,6,handler_sacha
1069,Mon Apr 20 10:32:36 +0000 2020,"Une vision stratégique de redéploiement économique post-industriel, alliant université, hôpitaux, spin-off, biotechs, outils publics
➡️ Édito
#Liège #Wallonie #LaMeuse
⁦@UniversiteLiege⁩ ⁦@CHULiege⁩ ⁦@Noshaq_be⁩ ⁦@SOGEPA_Wallonie⁩ https://t.co/afkFuF1hI7","Une vision strategique de redeploiement economique post-industriel, alliant universite, hopitaux, spin-off, biotechs, outils publics [] Edito Liege Wallonie LaMeuse []UniversiteLiege[] []CHULiege[] []Noshaq be[] []SOGEPA Wallonie[]",14,31,GasGrosjean
1070,Mon Apr 20 10:32:31 +0000 2020,"Quand Willy a dit à Liège on va réouvrir rue part rue, je pensais aux magasins, pas au tram! 
#Liège centre du monde","Quand Willy a dit a Liege on va reouvrir rue part rue, je pensais aux magasins, pas au tram Liege centre du monde",0,2,CedricMarchandi
1071,Mon Apr 20 10:16:38 +0000 2020,"Dossier de deux pages, à découvrir dans @lameuseliege et sur https://t.co/jpps7GWa3a 📲📰 
#Liège #LaMeuse #ULiege #Covid19 https://t.co/OU8R23FXK1","Dossier de deux pages, a decouvrir dans lameuseliege et sur Liege LaMeuse ULiege Covid19",1,1,lameuseliege
1072,Mon Apr 20 10:13:36 +0000 2020,"Si tu cherches du beat, de la douceur et du réconfort, passe par Liège et écoute Mista Pomelo 
https://t.co/5mmVK8Uaqi","Si tu cherches du beat, de la douceur et du reconfort, passe par Liege et ecoute Mista Pomelo",0,3,FredBodarwe
1073,Mon Apr 20 09:52:29 +0000 2020,"Loin de condamner l'incendie d'un édifice religieux et le massacre de la noblesse, le nouveau Prince-Évêque officialise la prédominance définitive des Métiers avec la Paix d'Angleur en 1313. Il instaure ensuite la Paix de Fexhe, première Constitution du Pays de #Liège en 1316 https://t.co/vxemxuSxdF","Loin de condamner l'incendie d'un edifice religieux et le massacre de la noblesse, le nouveau Prince-Eveque officialise la predominance definitive des Metiers avec la Paix d'Angleur en 1313 Il instaure ensuite la Paix de Fexhe, premiere Constitution du Pays de Liege en 1316",2,4,LiveFromLiege
1074,Mon Apr 20 09:52:25 +0000 2020,"Les Grands voulaient s'imposer mais cela débouche sur une victoire totale des Petits, devenus seuls maîtres de la cité. Le 4 août, Liège se trouve ""sans évêque, sans mambour, sans mayeur, sans échevins"". Fin 1313, le nouveau Prince-Évêque Adolphe de la Marck arrive enfin à Liège https://t.co/hzv8hln67z","Les Grands voulaient s'imposer mais cela debouche sur une victoire totale des Petits, devenus seuls maitres de la cite Le 4 aout, Liege se trouve ""sans eveque, sans mambour, sans mayeur, sans echevins"" Fin 1313, le nouveau Prince-Eveque Adolphe de la Marck arrive enfin a Liege",1,2,LiveFromLiege
1075,Mon Apr 20 09:52:05 +0000 2020,"En 1312, le Prince-Évêque accompagne Henry VII à Rome où il doit être sacré Empereur. Son absence affaiblit l'équilibre et les Petits en profitent pour s'imposer par la force. Puis, le 15 juillet, parvient à Liège la nouvelle: Thibaut de Bar est mort dans les rues de Rome... https://t.co/QKhcsSa6RL","En 1312, le Prince-Eveque accompagne Henry VII a Rome ou il doit etre sacre Empereur Son absence affaiblit l'equilibre et les Petits en profitent pour s'imposer par la force Puis, le 15 juillet, parvient a Liege la nouvelle Thibaut de Bar est mort dans les rues de Rome",1,1,LiveFromLiege
1076,Mon Apr 20 09:52:00 +0000 2020,"Cependant, à #Liège la tension reste vive entre Grands et Petits. Les artisans sont fascinés par le triomphe des Métiers en Flandre, lors des Matines brugeoises et de la Bataille des Éperons d'or en 1302. En réaction, les nobles prennent le surnom ""d'Enfants de la France"" https://t.co/sjqL34dDvP","Cependant, a Liege la tension reste vive entre Grands et Petits Les artisans sont fascines par le triomphe des Metiers en Flandre, lors des Matines brugeoises et de la Bataille des Eperons d'or en 1302 En reaction, les nobles prennent le surnom ""d'Enfants de la France""",1,1,LiveFromLiege
1077,Mon Apr 20 09:51:51 +0000 2020,"&lt;#HistoiredeLiège&gt;
La nuit du 3 au 4 août 1312 a lieu ""le Mal Saint-Martin"", un des épisodes les plus sanglants de l'histoire de #Liège. Mais comment en est-on arrivé au point où les Petits incendient la Collégiale Saint-Martin, dans laquelle les Grands se sont réfugiés? https://t.co/8E56WRZVW8","&lt;HistoiredeLiege&gt; La nuit du 3 au 4 aout 1312 a lieu ""le Mal Saint-Martin"", un des episodes les plus sanglants de l'histoire de Liege Mais comment en est-on arrive au point ou les Petits incendient la Collegiale Saint-Martin, dans laquelle les Grands se sont refugies",11,25,LiveFromLiege
1078,Mon Apr 20 09:19:15 +0000 2020,"Nettoyage de printemps du matériel. On transpire des mains quand on joue, un vrai sport !

#retrogaming #clubliege #gamecube #nintendo #snes #liege #confinement https://t.co/1DbWKEDiyo","Nettoyage de printemps du materiel On transpire des mains quand on joue, un vrai sport retrogaming clubliege gamecube nintendo snes liege confinement",1,0,iaasbl
1079,Mon Apr 20 08:55:33 +0000 2020,"Un peu d'histoire, un peu de bagarre: après la bataille de Steppes (indépendance), Henri de Gueldre et de Dinant (luttes sociales), les Awans et les Waroux (fin de la chevalerie), continuons l'aventure des luttes liégeoises avec le Mal Saint-Martin #Liège #HistoiredeLiège","Un peu d'histoire, un peu de bagarre apres la bataille de Steppes (independance), Henri de Gueldre et de Dinant (luttes sociales), les Awans et les Waroux (fin de la chevalerie), continuons l'aventure des luttes liegeoises avec le Mal Saint-Martin Liege HistoiredeLiege",0,3,LiveFromLiege
1080,Mon Apr 20 08:05:36 +0000 2020,"I succeed to recover my cd!😊 
#greenenergy 
#chemistry 
#chemistryfun 
#chemistry_lab à Liège, Belgium https://t.co/W2U41VqX4O","I succeed to recover my cd greenenergy chemistry chemistryfun chemistry lab a Liege, Belgium",1,1,KarousHamad
1081,Mon Apr 20 06:48:57 +0000 2020,"L’ULiège, centre de gravité de la lutte contre le Covid-19 🦠
➡️ Tests de dépistage, décontamination des masques, liens avec les entreprises biomédicales et pharma liégeoises, recherches, analyses...
#Liège #COVID19 #ULiege 
@UniversiteLiege
https://t.co/hTIFIUZLvK","L'ULiege, centre de gravite de la lutte contre le Covid-19 [] Tests de depistage, decontamination des masques, liens avec les entreprises biomedicales et pharma liegeoises, recherches, analyses Liege COVID19 ULiege UniversiteLiege",19,37,GasGrosjean
1082,Mon Apr 20 06:42:45 +0000 2020,"Together 😜👍🤙
#together #love #happy #forever #family #couple #beautiful #trio #togetherathome #togheterforever #bullterrier #fun #instagood #happiness #the #fun #cute #cuteanimals #liege #belgium #instagood à Liège,… https://t.co/prooaKwGTf","Together together love happy forever family couple beautiful trio togetherathome togheterforever bullterrier fun instagood happiness the fun cute cuteanimals liege belgium instagood a Liege,",1,0,RohnnyPetitjean
1083,Mon Apr 20 06:07:44 +0000 2020,"Bon, ben ... comme tous les week-end se ressemblent... je continue de bricoler mes rangements... mais pas besoin d'aller faire la file au Brico 😅 à Liège, Belgium https://t.co/9gZ6TAa5Ji","Bon, ben comme tous les week-end se ressemblent je continue de bricoler mes rangements mais pas besoin d'aller faire la file au Brico a Liege, Belgium",0,0,AlainPeral
1084,Mon Apr 20 05:50:16 +0000 2020,"En plus d’être à bout physiquement, le personnel soignant doit parfois faire face aux menaces, au harcèlement, à la discrimination lorsqu’il regagne son domicile. 
➡️Pour la justice liégeoise, c’est désormais la tolérance zéro 
#Liege #COVID19 #justice  https://t.co/6aeSuN9CPb","En plus d'etre a bout physiquement, le personnel soignant doit parfois faire face aux menaces, au harcelement, a la discrimination lorsqu'il regagne son domicile []Pour la justice liegeoise, c'est desormais la tolerance zero Liege COVID19 justice",5,10,lameuseliege
1085,Mon Apr 20 05:48:04 +0000 2020,"Le parquet de Liège ne laissera plus rien passer: s’en prendre au personnel soignant, c’est désormais tolérance zéro! https://t.co/wKPwKxsdof","Le parquet de Liege ne laissera plus rien passer s'en prendre au personnel soignant, c'est desormais tolerance zero",4,11,LaMeuse_be
1086,Mon Apr 20 03:15:07 +0000 2020,"S’en prendre aux soignants, c’est fini pour le parquet de Liège! https://t.co/RDHiIYVC5x https://t.co/GvBxTJPgvd","S'en prendre aux soignants, c'est fini pour le parquet de Liege",0,0,lameuseliege
1087,Mon Apr 20 00:36:55 +0000 2020,"Suivi de quelques minutes par le Liège-Athènes de la même compagnie, tout aussi bruyant. Dites, @ASLAirlinesB, vous trouvez vraiment que le gain de trois ou quatre heures justifie de bousiller le sommeil de dizaines de milliers de personnes ??? #LiegeAirport","Suivi de quelques minutes par le Liege-Athenes de la meme compagnie, tout aussi bruyant Dites, ASLAirlinesB, vous trouvez vraiment que le gain de trois ou quatre heures justifie de bousiller le sommeil de dizaines de milliers de personnes LiegeAirport",1,9,Schreuer
1088,Mon Apr 20 00:31:45 +0000 2020,"Tiens, voilà le vol Liège-Vienne d'ASL qui vient de réveiller tous les Liégeois qui dorment la fenêtre ouverte. Quelqu'un peut m'expliquer le sens que ça a de maintenir des vols de nuit ? On a vraiment besoin (en envie) de continuer dans la logique du flux tendu ?","Tiens, voila le vol Liege-Vienne d'ASL qui vient de reveiller tous les Liegeois qui dorment la fenetre ouverte Quelqu'un peut m'expliquer le sens que ca a de maintenir des vols de nuit On a vraiment besoin (en envie) de continuer dans la logique du flux tendu",0,7,Schreuer
1089,Sun Apr 19 23:33:49 +0000 2020,"Un sexagénaire roué de coups par son voisin à Liège: il lui avait demandé de faire un peu moins de bruit dans l’immeuble, la scène filmée : https://t.co/IjMUBw6Zi5 via @sudpresseonline","Un sexagenaire roue de coups par son voisin a Liege il lui avait demande de faire un peu moins de bruit dans l'immeuble, la scene filmee via sudpresseonline",0,0,moncoeur1971
1090,Sun Apr 19 23:22:08 +0000 2020,Un sexagénaire demande à son voisin d'être moins bruyant dans un immeuble à Liège: ce dernier le roue de coups - RTL Info https://t.co/GE2ou4K4Im via @rtlinfo,Un sexagenaire demande a son voisin d'etre moins bruyant dans un immeuble a Liege ce dernier le roue de coups - RTL Info via rtlinfo,0,0,moncoeur1971
1091,Sun Apr 19 21:28:58 +0000 2020,Fête clandestine avec 13 personnes dans un appartement à Liège: l’habitant verbalisé pour la troisième fois risque gros au tribunal! : https://t.co/dRri5X1D3l via @sudpresseonline,Fete clandestine avec 13 personnes dans un appartement a Liege l'habitant verbalise pour la troisieme fois risque gros au tribunal via sudpresseonline,0,0,moncoeur1971
1092,Sun Apr 19 20:47:14 +0000 2020,"A Huy, la quasi-totalité du personnel et des résidents d'une maison de repos testés positifs au coronavirus https://t.co/6ZIW7wUmwY","A Huy, la quasi-totalite du personnel et des residents d'une maison de repos testes positifs au coronavirus",0,0,moncoeur1971
1093,Sun Apr 19 20:46:21 +0000 2020,Ce que me disait le directeur médical du CHU de Liège. On se trompe de protocole pour soigner ce qu’on pense être une détresse respiratoire. Cela pourrait expliquer le rôle de la chloroquine ⁦@DamienERNST1⁩ ⁦@dr_l_alexandre⁩ ⁦@marcelsel⁩  https://t.co/job71O2V9k,Ce que me disait le directeur medical du CHU de Liege On se trompe de protocole pour soigner ce qu'on pense etre une detresse respiratoire Cela pourrait expliquer le role de la chloroquine []DamienERNST1[] []dr l alexandre[] []marcelsel[],9,14,laurentminguet
1094,Sun Apr 19 20:33:51 +0000 2020,Lidl d’herstal liège en Belgique c’était pareil hier ils désinfectent les mains et donnent des gants à l’entrée 😊 https://t.co/bdcguShbcm,Lidl d'herstal liege en Belgique c'etait pareil hier ils desinfectent les mains et donnent des gants a l'entree,3,5,sarahcallegaroo
1095,Sun Apr 19 19:48:06 +0000 2020,"Selfie with my Billy Boy ❤❤ #Billy #cat #cats #instacat #instacats #catofinstagram #catstagram #mypet #cutie #kitty #instakitty #catoftheday #cat_of_instagram #ilovemycat #cat_of_the_day #mycat #selfie à Liège, Belgium https://t.co/PmbnUMj4W6","Selfie with my Billy Boy Billy cat cats instacat instacats catofinstagram catstagram mypet cutie kitty instakitty catoftheday cat of instagram ilovemycat cat of the day mycat selfie a Liege, Belgium",0,0,sojoal
1096,Sun Apr 19 19:22:42 +0000 2020,"@vaesen_roland Mes fils sont issus de l’Ardenne et de Liège....
Ah Bin oui! Ta remarque est justifiée !
🤪🤪🤪🤪😂😂😂😂",vaesen roland Mes fils sont issus de l'Ardenne et de Liege Ah Bin oui Ta remarque est justifiee,0,3,FransVerlaine
1097,Sun Apr 19 19:15:02 +0000 2020,Fête clandestine avec 13 personnes dans un appartement à Liège: l’habitant verbalisé pour la troisième fois risque gros au tribunal! https://t.co/xmmPT7MnDd,Fete clandestine avec 13 personnes dans un appartement a Liege l'habitant verbalise pour la troisieme fois risque gros au tribunal,1,3,LaMeuse_be
1098,Sun Apr 19 19:06:57 +0000 2020,"Un jour on à défoncé la tête de mon ami noir , mon meilleur ami m'avait expliqué que son sang avait jaillis partout dans l'appartement , à Liège avec les ripoux de policiers ses choses courante.","Un jour on a defonce la tete de mon ami noir , mon meilleur ami m'avait explique que son sang avait jaillis partout dans l'appartement , a Liege avec les ripoux de policiers ses choses courante",0,0,CheshireGottham
1099,Sun Apr 19 17:47:09 +0000 2020,Donc je vais reprendre la danse du coup j'ai des bases de jazz dance avec l'aide de l'université de Liège en bas âge. Je n'avais pas sept ans.,Donc je vais reprendre la danse du coup j'ai des bases de jazz dance avec l'aide de l'universite de Liege en bas age Je n'avais pas sept ans,0,0,CheshireGottham
1100,Sun Apr 19 16:50:03 +0000 2020,"«Intervention très musclée dans le quartier de Fragnée, des tirs et des policiers masqués»: une perquisition menée ce matin à Liège https://t.co/CJXKs8R2SM","<<Intervention tres musclee dans le quartier de Fragnee, des tirs et des policiers masques>> une perquisition menee ce matin a Liege",0,0,LaMeuse_be
1101,Sun Apr 19 16:22:02 +0000 2020,@LudivineRetory joyeux anniversaire de notre part simone et Raphaël de liege Belgique on vous embrasse,LudivineRetory joyeux anniversaire de notre part simone et Raphael de liege Belgique on vous embrasse,0,2,Raphal19179998
1102,Sun Apr 19 16:21:28 +0000 2020,@bernard_montiel @Cyrilhanouna @LudivineRetory @gadelmaleh Un joyeux anniversaire de notre part simone et Raphaël de liege Belgique on vous aime très fort monsieur Montiel que de bon souvenir avec vous pendant tellement d'années vous faite partie de notre famille gros bisous,bernard montiel Cyrilhanouna LudivineRetory gadelmaleh Un joyeux anniversaire de notre part simone et Raphael de liege Belgique on vous aime tres fort monsieur Montiel que de bon souvenir avec vous pendant tellement d'annees vous faite partie de notre famille gros bisous,0,0,Raphal19179998
1103,Sun Apr 19 15:29:31 +0000 2020,Hâte de vous retrouver #labandefm #labandefm1 #radio #liege #equiboxefm #belgique #infomedias #music #StayHome https://t.co/7ljkiSkTTj,Hate de vous retrouver labandefm labandefm1 radio liege equiboxefm belgique infomedias music StayHome,0,1,labandefm1
1104,Sun Apr 19 14:59:00 +0000 2020,"Cocasse : la décision de l’OMS de retenir Liège Airport comme hub humanitaire sert d’argument pour un fond immobilier américain à investir… en Flandre, autour de Brussels Airport. Vu de Maryland, c’est juste à côté, mais vu de Wallonie... https://t.co/ylcvtohICi","Cocasse la decision de l'OMS de retenir Liege Airport comme hub humanitaire sert d'argument pour un fond immobilier americain a investir en Flandre, autour de Brussels Airport Vu de Maryland, c'est juste a cote, mais vu de Wallonie",1,3,damienjacob
1105,Sun Apr 19 14:58:14 +0000 2020,Coronavirus en Belgique: 98% du personnel et des résidents d'une maison de repos à Huy testés positifs - RTL Info https://t.co/L88AXpJeIc via @rtlinfo,Coronavirus en Belgique 98% du personnel et des residents d'une maison de repos a Huy testes positifs - RTL Info via rtlinfo,0,0,moncoeur1971
1106,Sun Apr 19 14:42:50 +0000 2020,"Et à #Liège, @Willy_Demeyer, @gillesforet, qu'est-ce qu'on attend ? Nous n'avons pas beaucoup de temps, il ne faut pas tergiverser. https://t.co/qPwt7j6CpJ","Et a Liege, Willy Demeyer, gillesforet, qu'est-ce qu'on attend Nous n'avons pas beaucoup de temps, il ne faut pas tergiverser",0,7,Schreuer
1107,Sun Apr 19 14:34:23 +0000 2020,"Bonjour @proximus, cela fait 4 ans que la fibre est déployée dans ma rue sur 4000 Liège. Quand allez vous commencer à déployer le FTTH ? Merci.","Bonjour proximus, cela fait 4 ans que la fibre est deployee dans ma rue sur 4000 Liege Quand allez vous commencer a deployer le FTTH Merci",0,0,igreg_
1108,Sun Apr 19 14:30:44 +0000 2020,"#mescimaises
José Delhaye (Liège 1921-1991), L'Intrigue, d'après Artnet, Google &amp; Mes Cimaises https://t.co/vaHTDLI31r","mescimaises Jose Delhaye (Liege 1921-1991), L'Intrigue, d'apres Artnet, Google &amp; Mes Cimaises",0,0,CorneilleJean
1109,Sun Apr 19 13:00:51 +0000 2020,Dans mon jardin ce matin  ... douceur de vivre. Beau dimanche 👍🏼 #liege #StayHome #restezalamaison #ResteChezToi https://t.co/ky1kJpDv3G,Dans mon jardin ce matin douceur de vivre Beau dimanche liege StayHome restezalamaison ResteChezToi,0,3,lewoolfdeliege
1110,Sun Apr 19 12:13:48 +0000 2020,"Je suis locataire d'un appartement sans jardin, rien à bricoler rien à jardiner. Vous ne préférez pas plutôt rouvrir les disquaires et les librairies? 😎 #covid19be #Liège #brico","Je suis locataire d'un appartement sans jardin, rien a bricoler rien a jardiner Vous ne preferez pas plutot rouvrir les disquaires et les librairies covid19be Liege brico",0,42,LiveFromLiege
1111,Sun Apr 19 11:46:19 +0000 2020,"Je ne comprends pas l'intérêt de contrôler les autos sur les quais (bricos ouverts, visites fenêtres...) quand à 10 mètres, des cyclistes en groupe serré passent, où que l'on fait du motocross dans la fagne de Streupas... #liege","Je ne comprends pas l'interet de controler les autos sur les quais (bricos ouverts, visites fenetres) quand a 10 metres, des cyclistes en groupe serre passent, ou que l'on fait du motocross dans la fagne de Streupas liege",0,0,Niala_V
1112,Sun Apr 19 11:41:26 +0000 2020,"@kramer_cat @rfcliege @Pierre_Laurent @EersteAmateur Question pertinente mais peut-être un peu prématurée... 
Le RFC Liège ne sera pas le seul dans cette situation si les championnats reprennent à huis-clos et la solution sera sûrement globale...
#COVID19 #Football @EersteAmateur",kramer cat rfcliege Pierre Laurent EersteAmateur Question pertinente mais peut-etre un peu prematuree Le RFC Liege ne sera pas le seul dans cette situation si les championnats reprennent a huis-clos et la solution sera surement globale COVID19 Football EersteAmateur,0,2,JOHAN_1892
1113,Sun Apr 19 11:09:20 +0000 2020,"Nous avions en projet avec notre ami Lionel de refaire une run de DS3, jeu que nous avions déjà pas mal poncé. Nous allons jouer en son honneur avec ce build Sellsword Twinblades qu'il voulait tant faire.

#liege #clubgaming #darksouls #TogetherAtHome #rip #videogames https://t.co/ZcNZpYsnfH","Nous avions en projet avec notre ami Lionel de refaire une run de DS3, jeu que nous avions deja pas mal ponce Nous allons jouer en son honneur avec ce build Sellsword Twinblades qu'il voulait tant faire liege clubgaming darksouls TogetherAtHome rip videogames",0,1,iaasbl
1114,Sun Apr 19 09:41:56 +0000 2020,"Le Fan-Shop du @rfcliege propose une nouvelle casquette pour rester stylé cet été... 🧢 
Confiné ou non 😉
#RFCLiège #Liège
ℹ https://t.co/C4VVS4x6vr https://t.co/N4HjB9dxpX",Le Fan-Shop du rfcliege propose une nouvelle casquette pour rester style cet ete Confine ou non RFCLiege Liege i,0,11,JOHAN_1892
1115,Sun Apr 19 09:25:15 +0000 2020,"@PatStRem Il y en a un autre à 28M€, le hall d’entrée DE L’APPART’ est plus grand que le hall d’entrée du Philharmonique de Liège! 😂😂😂","PatStRem Il y en a un autre a 28MEUR, le hall d'entree DE L'APPART' est plus grand que le hall d'entree du Philharmonique de Liege",0,1,avdyk
1116,Sun Apr 19 08:14:51 +0000 2020,@michelhenrion @lesoir Clarinval est un guignol. Il sort du dernier CNS et a l'interview il ne trouve rien de mieux à faire que de tirer sur beaucoup de communes du grand #Liège et donc le #PS comme en période électorale. Ya pas à dire il a le sens des priorités🙄 Le #mr me dégoûte🤢🤮🤮,michelhenrion lesoir Clarinval est un guignol Il sort du dernier CNS et a l'interview il ne trouve rien de mieux a faire que de tirer sur beaucoup de communes du grand Liege et donc le PS comme en periode electorale Ya pas a dire il a le sens des priorites Le mr me degoute,0,0,_kael___
1117,Sun Apr 19 05:49:18 +0000 2020,"@SNCB Hellow #sncb et @Infrabel_FR je n'ai toujours pas ma réponse ! 

L'axe #liers ↔️ #liege #guillemins reprend son service normal à partir de ce lundi 20 avril ? 

#travaux prévus etc https://t.co/lulvrbVySB",SNCB Hellow sncb et Infrabel FR je n'ai toujours pas ma reponse L'axe liers -[] liege guillemins reprend son service normal a partir de ce lundi 20 avril travaux prevus etc,0,0,oasismeuseliege
1118,Sat Apr 18 20:51:07 +0000 2020,"En confinement et déjà verbalisé à deux reprises, un Liégeois organise une fête chez lui! https://t.co/x2tU9LXi5l","En confinement et deja verbalise a deux reprises, un Liegeois organise une fete chez lui",0,0,moncoeur1971
1119,Sat Apr 18 20:32:22 +0000 2020,Verbalisé pour la troisième fois parce qu’il organise une fête clandestine à Liège: 13 personnes étaient chez lui! : https://t.co/E3yIITZfiM via @sudpresseonline,Verbalise pour la troisieme fois parce qu'il organise une fete clandestine a Liege 13 personnes etaient chez lui via sudpresseonline,0,0,moncoeur1971
1120,Sat Apr 18 20:25:56 +0000 2020,Genre il y a une station à Charleroi mais pas à Liège ... vous devez préférer Wish à Amazon alors ! https://t.co/nhxCcGXsqs,Genre il y a une station a Charleroi mais pas a Liege vous devez preferer Wish a Amazon alors,0,2,benjamin_cll
1121,Sat Apr 18 19:52:04 +0000 2020,Verbalisé pour la troisième fois parce qu’il organise une fête clandestine à Liège: 13 personnes étaient chez lui! https://t.co/QzwSuvJYjD,Verbalise pour la troisieme fois parce qu'il organise une fete clandestine a Liege 13 personnes etaient chez lui,0,0,LaMeuse_be
1122,Sat Apr 18 19:22:05 +0000 2020,Fête clandestine à Liège: il est verbalisé pour la 3e fois! https://t.co/YOBgiFYSYH https://t.co/1iJyXAvZoz,Fete clandestine a Liege il est verbalise pour la 3e fois,0,1,lameuseliege
1123,Sat Apr 18 19:18:08 +0000 2020,@inozzftn @LuvShaawn Ptdrrr entre toi et lui pourquoi tu veut ramène quelqu'un alors toi vien à liege et arranger vous soit tu ramène ta salope de suceuse I va retourné a poil a coup de nuque dans ces grand mort,inozzftn LuvShaawn Ptdrrr entre toi et lui pourquoi tu veut ramene quelqu'un alors toi vien a liege et arranger vous soit tu ramene ta salope de suceuse I va retourne a poil a coup de nuque dans ces grand mort,0,0,N0sk4h
1124,Sat Apr 18 19:14:49 +0000 2020,@LuvShaawn @binksryn Poto si ya quelque chose mgl vien à liege parle pas chinoi ramènent tout les shab que tu veux gare de liège mgl ramène tes shab et vien toi aussi tu va retourné à poil mgl croit pas tu fais le gadjo derrière ton écran drari,LuvShaawn binksryn Poto si ya quelque chose mgl vien a liege parle pas chinoi ramenent tout les shab que tu veux gare de liege mgl ramene tes shab et vien toi aussi tu va retourne a poil mgl croit pas tu fais le gadjo derriere ton ecran drari,0,0,N0sk4h
1125,Sat Apr 18 16:34:02 +0000 2020,"Découverte du dernier venu dans ma collection 😋
À la bonne vôtre 🥂😊😘
#Gin #CoronApero #RestonsChezNous #WeekEnd à Cointe, Liege, Belgium https://t.co/9rRDNGSWmA","Decouverte du dernier venu dans ma collection A la bonne votre Gin CoronApero RestonsChezNous WeekEnd a Cointe, Liege, Belgium",0,0,Cath_Jenta3
1126,Sat Apr 18 14:16:25 +0000 2020,"Murez, J.-B.-L'installation des religieux français dans le diocèse de Liège entre 1901 et 1908, tr... https://t.co/K1rmbvhiiH  #OA","Murez, J-B-L'installation des religieux francais dans le diocese de Liege entre 1901 et 1908, tr OA",0,0,ORBiPubsULiege
1127,Sat Apr 18 14:08:23 +0000 2020,"@From_Liege @Sophie_Wilmes @mariusgilbert @vanranstmarc si tu veux aller te pendre, mon fils écoute en boucle l'album des ""trois fromages"", je sais même pas d'où sort cette merde ...","From Liege Sophie Wilmes mariusgilbert vanranstmarc si tu veux aller te pendre, mon fils ecoute en boucle l'album des ""trois fromages"", je sais meme pas d'ou sort cette merde",0,0,Davanlo
1128,Sat Apr 18 13:15:45 +0000 2020,"Une jeune patiente atteinte par le Covid19 a pu être sauvée grâce à une Ecmo (machine d'assistance respiratoire et cardiaque) au @CHRCitadelle 
Bravo à toute l'équipe pour son engagement et sa ténacité!!! #covid #covid19 #coronavirus #Liège #Belgique https://t.co/cM68uch7Y2",Une jeune patiente atteinte par le Covid19 a pu etre sauvee grace a une Ecmo (machine d'assistance respiratoire et cardiaque) au CHRCitadelle Bravo a toute l'equipe pour son engagement et sa tenacite covid covid19 coronavirus Liege Belgique,1,3,Coeur_Epic
1129,Sat Apr 18 12:26:06 +0000 2020,"Liège: des files, dès 8h, dans plusieurs magasins de bricolage https://t.co/h4d3GeFVgR https://t.co/xcUv6roi0u","Liege des files, des 8h, dans plusieurs magasins de bricolage",0,0,lameuseliege
1130,Sat Apr 18 11:32:03 +0000 2020,"🗣 Abonnez-vous ! 
🔴🔵🔴🔵🔴🔵🔴🔵
La campagne 2020/2021 a débuté :
• Tribune debout : 130 € jusqu’au 31 mai, puis 140 €
• Tribune assise : 235 € jusqu’au 31 mai, puis 245 € – montant aléatoire de soutien = 10 €
ℹ https://t.co/LUS1reG17d
#RFCLiège #Liège @EersteAmateur https://t.co/oSpFKOcsqs","Abonnez-vous La campagne 2020/2021 a debute * Tribune debout 130 EUR jusqu'au 31 mai, puis 140 EUR * Tribune assise 235 EUR jusqu'au 31 mai, puis 245 EUR - montant aleatoire de soutien = 10 EUR i RFCLiege Liege EersteAmateur",0,1,JOHAN_1892
1131,Sat Apr 18 08:40:22 +0000 2020,"L' @LGGLiegeAirport se rend-t-il compte du nombre d'avions qui survolent désormais la ville, de jour comme de nuit ? Et que forcément, cela va lui créer des oppositions de plus en plus fortes ? #liege https://t.co/CSewbxvv1q","L' LGGLiegeAirport se rend-t-il compte du nombre d'avions qui survolent desormais la ville, de jour comme de nuit Et que forcement, cela va lui creer des oppositions de plus en plus fortes liege",0,0,Niala_V
1132,Sat Apr 18 07:31:02 +0000 2020,"@Milady_Oscar @MiaBip C’est très bien!
Et comme nous disons à Liège...
Un verre pour se remettre et deux pour s’y remettre ! 
🤪🤪🤪",Milady Oscar MiaBip C'est tres bien Et comme nous disons a Liege Un verre pour se remettre et deux pour s'y remettre,0,2,FransVerlaine
1133,Sat Apr 18 07:10:12 +0000 2020,"Aujourd’hui, plus que jamais, résister à Alibaba et son monde ! https://t.co/XuI98xhOuD https://t.co/XzxZBxT9ut","Aujourd'hui, plus que jamais, resister a Alibaba et son monde",0,1,AttacInfo
1134,Sat Apr 18 04:17:15 +0000 2020,"@Karimacharni Helloooooo @Karimacharni ...
Votre régie est prête aussi pour nous présenter vos instants culture et feel good?
Un excellent week-end à vous et toute l’équipe de @LaMatinaleLCIWE 
Signé : Tchantchès dî Lîdje (François de Liège pour les incultes 🤪)
Que votre journée soit belle!",Karimacharni Helloooooo Karimacharni Votre regie est prete aussi pour nous presenter vos instants culture et feel good Un excellent week-end a vous et toute l'equipe de LaMatinaleLCIWE Signe Tchantches di Lidje (Francois de Liege pour les incultes ) Que votre journee soit belle,0,1,FransVerlaine
